store_name,hp_url,tel_num,area
戸越銀座温泉,http://togoshiginzaonsen.com/,03-3782-7400,東京都品川区戸越2-1-6
豊富温泉町営ふれあいセンター,http://toyotomi-onsen.com/hotspring,0162-82-1777,北海道天塩郡豊富町豊富温泉
ホテル山水,http://jozankei.jp/sansui/830,011-598-2301,北海道札幌市南区定山渓温泉東3
あかん湖鶴雅ウイングス　（旧鶴雅ウィングス　鶴雅館）,http://www.tsurugawings.com/,0154-67-4000,北海道釧路市阿寒町阿寒湖温泉4-6-10
瀬美温泉（せみおんせん）,http://www.semi-onsen.co.jp/,0197-73-7294,岩手県北上市和賀町岩崎新田1-128-2
不動湯温泉（ふどうゆおんせん）,http://www.naf.co.jp/fudouyu/,024-595-2002,福島県福島市土湯温泉町大笹25
鬼怒川開運仁王尊プラザ,http://www.niousonplaza.com/,0288-76-2721,栃木県日光市鬼怒川温泉大原371-1
湯元華亭,http://www.hanatei.info/,0278-56-4126,群馬県沼田市大楊1519-4 老神温泉
吾妻温泉「根古屋乃湯」(旧根古屋温泉センター）,http://www.tohgoku.or.jp/~aysk/higaerionsen.html,0279-59-3361,群馬県吾妻郡東吾妻町岡崎根古屋309-1
奥平温泉 遊神の湯 遊神館,http://takuminosato.or.jp/yusin/y_index.html,0278-64-2626,群馬県利根郡みなかみ町入須川378
巽の湯,,,群馬県吾妻郡草津町馬場区
テルメテルメ,http://0932.jp/therme/,0279-88-3232,群馬県吾妻郡草津町草津618
ヨコヤマ ユーランド緑 スーパー銭湯八朔の湯,http://www.yu-land.co.jp/,045-929-1126,神奈川県横浜市緑区西八朔町1201-1
勘太郎の湯,http://www.kantaronoyu.jp/,0460-82-4477,神奈川県足柄下郡箱根町宮城野923
南市岡田中温泉,http://www.titeiryokou.com/onsensui.html,06-6583-4858,大阪府大阪市港区南市岡3-6-26
新祖谷温泉ホテルかずら橋,,0883-87-2171,徳島県三好市西祖谷山村善徳33-1
塩入温泉,http://www.shioiri-onsen.jp/onsen/index.html,0877-78-3363,香川県仲多度郡まんのう町塩入718-140
鳴神温泉ななのゆ,http://www.7noyu.jp/,0955-70-7070,佐賀県唐津市滝川1150
長湯温泉療養文化館 御前湯,http://www.gozenyu.com/,0974-64-1400,大分県竹田市直入町長湯7962-1
毘沙門天芝の湯,http://www.city.ito.shizuoka.jp/kankou/html/onsen/hpg000001840.html,0557-36-3377,静岡県伊東市芝町2-3
鬼怒川温泉　あさや,http://www.asaya-hotel.co.jp/,0288-77-1111,栃木県日光市滝813
湯屋敷 孝楽（ゆやしき こうらく）,http://www.yuyashiki.com/,048-678-1126,埼玉県さいたま市浦和区元町2-18-12
やまゆり荘,http://www.kis.janis.or.jp/~yamayuri/,0264-44-2346,長野県木曽郡木曽町開田高原西野6321-1211
高岡岩坪温泉 凧,http://tako-onsen.com/,0766-21-6869,富山県高岡市岩坪93
甲斐大泉温泉 パノラマの湯,http://panoramanoyu.sakura.ne.jp/,0551-38-1341,山梨県北杜市大泉町西井出8240-1
江の島アイランドスパ (えのすぱ),http://www.enospa.jp/,0466-29-0688,神奈川県藤沢市江の島2-1-6
小布施温泉 あけびの湯,http://www.akebinoyu.com/,026-247-4880,長野県上高井郡小布施町雁田1311
湯の道利久 吉岡店,http://www.yunomichi-rikyu.com/,0279-54-5000,群馬県北群馬郡吉岡町大字大久保974
SPA & HOTEL 和 -なごみ-,http://www.spa-nagomi.com/,03-5710-2222,東京都大田区西蒲田7-4-12
玉造温泉ゆ～ゆ,http://www.tama-yuuyu.com/,0852-62-1000,島根県松江市玉湯町玉造255
健康ランド武蔵野,http://www.musashino-kaikan.com/,048-261-6111,埼玉県川口市柳崎1-22-1
笑がおの湯 千葉寒川店,http://www.com-keisei.co.jp/egaonoyu-samugawa/index.html,043-264-4126,千葉県千葉市中央区寒川町2-147-1
ゆ～シティー蒲田,http://youcity.sakura.ne.jp/,03-5711-1126,東京都大田区蒲田1-26-16
ホテルグリーンプラザ箱根,http://www.hgp.co.jp/inf/Z11/hgp/,0460-84-8611,神奈川県足柄下郡箱根町仙石原1244-2
万葉公園足湯施設 独歩の湯,http://doppo555.blog108.fc2.com/,0465-64-2326,神奈川県足柄下郡湯河原町宮上704
みくりが池温泉,http://www.mikuri.com/,076-465-4595,富山県中新川郡立山町室堂平
大滝温泉,http://ootakionsen.com/corp,055-243-1126,山梨県甲府市大里町4144-4
七味温泉ホテル渓山亭,http://www.keizantei.com/,026-242-2921,長野県上高井郡高山村牧2974-48
クアリゾート湯舟沢,http://www.nakatsugawaonsen.com/,0573-69-5000,岐阜県中津川市神坂280
天然温泉　アーバンクア,http://www.p-castle.co.jp/urban_quar/ur_index.html,052-324-0261,愛知県名古屋市中区富士見町16-17
猿投温泉天然ラドン温泉日帰り施設岩風呂,http://www.sanageonsen.jp/,0565-45-5800,愛知県豊田市加納町馬道通21
一志温泉やすらぎの湯,http://www.info.city.tsu.mie.jp/www/sp/contents/1001000012002/index.html,059-295-0118,三重県津市井関1792
アソビックスあさひ あさひの湯,http://www.asobix.co.jp/asahinoyu.php,0593-77-5111,三重県三重郡朝日町小向181
マキノ高原温泉さらさ,http://www.makinokougen.co.jp/index.html,0740-27-8126,滋賀県高島市マキノ町牧野931-3
関晴館(旧 関晴館別館),http://www.sekiseikan.net/,0279-95-5121,群馬県吾妻郡中之条町入山1539
スーパー健康ランド 華のゆ 秋田,http://www.route-inn.co.jp/hananoyu-akita/index.html,018-825-5411,秋田県秋田市中通5-2-1
摂津の湯(閉館しました),http://www.settunoyu.com/,06-6827-1126,大阪府摂津市東一津屋11 大阪モノレール南摂津駅前
スパヒルズ,http://spa-hills.com/,072-360-1126,大阪府大阪狭山市岩室1丁目334ー1
天然温泉ゆずき,http://yuzuki.jun-corp.net/,086-255-1261,岡山県岡山市北区野殿東町3-25
乗鞍高原温泉 せせらぎの湯（のりくらこうげんおんせん）,,,長野県松本市安曇乗鞍高原鈴蘭（コロナ観測所バス停そば）
休暇村岩手網張温泉,http://www.qkamura.or.jp/iwate/,019-693-2211,岩手県岩手郡雫石町網張温泉
旅館大沼,http://www.ohnuma.co.jp/,0229-83-3052,宮城県大崎市鳴子温泉字赤湯34
大湯温泉阿部旅館,http://www.abe-ryokan.jp/,0183-47-5102,秋田県湯沢市皆瀬奥小安国有林34
大川荘,http://www.ookawaso.co.jp/,0242-92-2111,福島県会津若松市大戸町芦ノ牧下平984
みかえりの郷　彩花の湯,http://www.mikaerinosato.jp/,0287-34-1126,栃木県那須塩原市関谷1425-211 みかえりの郷内
矢板温泉　まことの湯,http://www.yaitaonsen.com/,0287-43-8800,栃木県矢板市館ノ川町695-28
黄金の湯館（こがねのゆかん）（伊香保グランドホテル併設）,http://www.itoenhotel.com/search_hotel/hotellist/809_koganenoyu/tabid/292/Default.aspx,0279-30-4100,群馬県渋川市伊香保町伊香保550
喜美の湯,,,群馬県吾妻郡草津町文京区
群馬温泉やすらぎの湯,http://www.yasuraginoyu.com/,027-372-4126,群馬県高崎市金古1767
大和平群簡易保険加入者ホーム (かんぽの宿),http://www.kanponoyado.japanpost.jp/yado/yamatoheguri/higaeri.php,0745-45-0351,奈良県生駒郡平群町上庄2-16-1
国民宿舎 山紫苑（さんしえん）,http://www.sanshien.jp/,0857-84-2211,鳥取県鳥取市鹿野町今市972-1
神楽門前湯治村,http://www.kaguramonzentoujimura.com/main.html,0826-54-0888,広島県安芸高田市美土里町本郷4627
湯巡追荘（ゆめおいそう）,http://www.yumeoisou.com/,0967-32-0622,熊本県阿蘇市内牧385-1
お宿 のし湯,http://noshiyu.jp/,0967-44-0308,熊本県阿蘇郡南小国町満願寺6591-1
黒川温泉　旅館こうの湯（旧　ふもと旅館別邸 こうの湯),http://www.kounoyu.jp/,0967-48-8700,熊本県阿蘇郡南小国町満願寺6784
別府温泉 鬼石の湯,http://oniishi.com/,0977-27-6656,大分県別府市鉄輪559-1
おりはし旅館,http://www.orihashi.co.jp/,0995-77-2104,鹿児島県霧島市下中津川2234
栗野岳温泉 南洲館,http://www3.synapse.ne.jp/nanshuhkan/,0995-74-3511,鹿児島県姶良郡湧水町木場6357
麻布黒美水温泉 竹の湯（あざぶこくびすいおんせん）,http://azabukokubisui.o.oo7.jp/,03-3453-1446,東京都港区南麻布1-15-12
王地山公園ささやま荘,http://www.sasayamaso.com/index2.htm,079-552-1127,兵庫県篠山市河原町474-1
美ヶ原温泉 ふれあい山辺館 白糸の湯,https://www.mcci.or.jp/www/utsukushi/html/higaeri.htm,0263-33-9076,長野県松本市里山辺85-1
小斉の湯,,0266-67-2121,長野県茅野市北山蓼科4035
千年温泉,http://www.chitosenoyu.com/,044-766-6240,神奈川県川崎市高津区千年新町20-4
上増田温泉 砦の湯,,027-393-5418,群馬県安中市松井田町上増田2164
依山楼岩崎,http://izanro.co.jp/,0858-43-0111,鳥取県東伯郡三朝町三朝365
甲州市交流保養センター 大菩薩の湯,http://eiwa-kotsu.com/daibosatu/,0553-32-4126,山梨県甲州市塩山上小田原730-1
窪平温泉 花かげの湯,http://www.city.yamanashi.yamanashi.jp/sight/tour/spa/2012-0724-1042-53.html,0553-35-4126,山梨県山梨市牧丘町窪平453-1
おぶせ温泉穴観音の湯,http://www7.plala.or.jp/obuseonsen/,026-247-2525,長野県上高井郡小布施町雁田1194
渋沢温泉,http://jovinny.com/spa/sibusawa/sibusawa.html,0268-72-3224,長野県上田市長1317-6
湯けむり屋敷 薬師の湯,http://www2.plala.or.jp/yakushino-yu/,0261-23-2834,長野県大町市平2811-41
渋御殿湯,http://www3.ocn.ne.jp/~gotenyu/,0266-67-2733,長野県茅野市北山5520-3奥蓼科温泉郷
旅館 御岳,http://www.ryokan-ontake.jp/,0576-62-2124,岐阜県下呂市小坂町落合唐谷2376-1
梅ヶ島新田温泉 黄金の湯,http://www.koganenoyu.com/,054-269-2615,静岡県静岡市葵区梅ヶ島5342-3
湯治場 弘法の湯,http://www.koubounoyu.jp/honten/,055-948-2617,静岡県伊豆の国市小坂1179
なばなの里,http://www.nagashima-onsen.co.jp/nabana/index.html/,0594-41-0787,三重県桑名市長島町駒江漆畑270
ホテル阪神,http://www.hankyu-hotel.com/hotel/hanshin/,06-6344-1661,大阪府大阪市福島区福島5-6-16
かすみ矢田川温泉,http://www.yadagawa.com/,0796-37-1126,兵庫県美方郡香美町香住区三谷754
えびね温泉,http://www.wakayama-onsen.jp/area/kinan/%E3%81%88%E3%81%B3%E3%81%AD%E6%B8%A9%E6%B3%89.html,0739-53-0366,和歌山県西牟婁郡白浜町向平504
浜村温泉館 気多の湯,http://www.hal.ne.jp/onsenkan/,0857-82-4567,鳥取県鳥取市気高町浜村780-2
なんぶの湯,http://www.town.nanbu.yamanashi.jp/shisetsu/syoukou_kankou/spa-nanbu.html,0556-64-2434,山梨県南巨摩郡南部町内船8106-1
白馬龍神温泉,http://asahiweb.jp/hakuba.html,0172-88-1250,青森県弘前市大字小栗山字芹沢2-1
戸倉国民温泉（とぐらこくみんおんせん）,http://www016.upp.so-net.ne.jp/kokumin-spa/,026-275-0457,長野県千曲市大字戸倉字芝宮2228-2
人吉温泉 華まき温泉,,0966-22-6981,熊本県人吉市下原田町1518
湯の郷 湯西川観光センター,http://www.yagan.co.jp/eki/yunishigawa_kankocenter.html,0288-78-1222,栃木県日光市西川478-1
堺浜楽天温泉 祥福（しょうふく）,http://www.syofukunoyu.com/sakaihama/sakaihama_top.html,072-224-1126,大阪府堺市堺区築港八幡町１－１（堺浜シーサイドステージ内）
河辺温泉 梅の湯,http://www.kabeonsen-umenoyu.com/,0428-20-1026,東京都青梅市河辺町10丁目8番1号 河辺タウンビルB 5・6階
寒河江花咲か温泉 ゆ～チェリー,http://www.yu-cherry.com/,0237－83－1414,山形県寒河江市大字寒河江字久保15番地
登別グランドホテル,http://www.nobogura.co.jp/,0143-84-2101,北海道登別市登別温泉町154
二股らぢうむ温泉,http://www.futamata-onsen.com/,01377-2-4383,北海道山越郡長万部町大峯32
テルメ柏陵　健康温泉館,http://oeterume4126.web.fc2.com/kenkoonsenkan1.html,0237-83-4126,山形県西村山郡大江町藤田831-40
湖畔の湯（営業休止）,,0288-55-0321,栃木県日光市中宮祠2482日光レークサイド内
天然温泉 太田 安眠の湯,http://www.anminnoyu.com/,0276-46-1126,群馬県太田市下小林町540
箱根 花紋（かもん）,http://www.hakone-kamon.jp/,0460-85-5050,神奈川県足柄下郡箱根町湯本435（早雲寺前）
下湯沢共同浴場 駒子の湯,http://yuzawaonsen.com/02koma.html,025-785-7660,新潟県南魚沼郡湯沢町湯沢148
湯宿温泉 湯本館,http://www.yujuku-yumotokan.com/,0278-64-0011,群馬県利根郡みなかみ町新巻2381
雲仙 福田屋,http://www.fukudaya.co.jp/,0957-73-2151,長崎県雲仙市小浜町雲仙380
いこい旅館,http://www.ikoi-ryokan.com/,0967-44-0552,熊本県阿蘇郡南小国町満願寺6548
山口旅館,http://www.tarutama.jp/,0967-67-0006,熊本県阿蘇郡南阿蘇村河陽2331
スギノイパレス,http://www.suginoi-hotel.com/index.html,0977-24-1160,大分県別府市観海寺1
山荘 天水（てんすい）,http://www.tensui.net/,0973-57-2424,大分県日田市大字桜竹601 
西表島温泉,http://www.iriomote.com/v3/spa/spa.html,0980-85-5700,沖縄県八重山郡竹富町高那243
辰頭温泉,http://tatsugashiraonsen.jimdo.com/,0968-38-3190,熊本県菊池市泗水町田島辰頭620-1
希望荘,,059-392-3181,三重県三重郡菰野町千草杜葉谷7094
丸屋玉ノ湯,http://www.m-tamanoyu.jp/,0562-39-4126,愛知県東海市元浜町12-7
小谷温泉 山田旅館,http://www.otari-onsen.com/,0261-85-1221,長野県北安曇郡小谷村中土18836
海のホテル 一の滝,http://www.ichinotaki.co.jp/,0735-52-0080,和歌山県東牟婁郡那智勝浦町勝浦752
モッタ海岸温泉旅館,,0136-74-5336,北海道島牧郡島牧村栄浜362-1
久喜 健美の湯（けんびのゆ）,http://kukiken.3riku.co.jp/index.html,0480-24-4440,埼玉県久喜市久喜本大浦868
鉱泥温泉(こうでいおんせん）,,0977-66-0863,大分県別府市小倉町6
朝倉市健康福祉館　天然温泉卑弥呼ロマンの湯,http://www.city.asakura.lg.jp/www/contents/1363595497948/,0946-21-8800,福岡県朝倉市甘木198-1
豊野温泉りんごの湯,,026-257-6161,長野県長野市豊野町石417
万葉超音波温泉,http://www.manyoonsen.com/,026-275-2228,長野県千曲市磯部1125
幸乃湯,http://yu-meguri.jp/sachinoyu/,0576-25-2157,岐阜県下呂市幸田1144
湯の平温泉,http://www.yunohiraonsen.jp/,0575-72-6455,岐阜県郡上市高鷲町大鷲
あぐりタウン げんきの郷 めぐみの湯,http://www.agritown.co.jp/,0562-45-4084,愛知県大府市吉田町正右ェ門新田1-1
鈴鹿さつき温泉,http://ja-suzuka.or.jp/spa/,059-370-2611,三重県鈴鹿市津賀町850-2
柚耶の里（ゆやのさと）,,078-794-3800,兵庫県神戸市垂水区名谷町湯屋谷2251
芦屋市立あしや温泉,http://www.city.ashiya.lg.jp/kankyou/onsen.html,0797-32-0204,兵庫県芦屋市呉川町14-11
丹生ヤマセミ温泉館,,0739-78-2616,和歌山県田辺市龍神村丹生ノ川266
国民宿舎 さんべ荘,http://www.sanbesou.jp/,0854-83-2011,島根県大田市三瓶町志学2072
和気鵜飼谷温泉（わけうがいだにおんせん）,http://plus.harenet.ne.jp/~ugaidani/,0869-92-9001,岡山県和気郡和気町益原666-1
小森温泉,http://komorionsen.web.fc2.com/,0867-34-0015,岡山県加賀郡吉備中央町小森245
シーサイド温泉のうみ,http://www.qkamura-s.com/noumi/onsen/,0823-40-2080,広島県江田島市能美町中町長瀬4719-1国民宿舎能美海上ロッジ内
恩湯（おんとう）,http://yumotoonsen.com/about/public_bath/,0837-25-4507,山口県長門市深川湯本2265
こまくさの湯,http://www.komakusanoyu.com/,0265-81-8100,長野県駒ヶ根市赤穂759-4
然別湖畔温泉ホテル風水,http://www.hotelfusui.com/,0156-67-2211,北海道河東郡鹿追町然別湖畔
湯元啄木亭,http://www.takubokutei.com/,0138-59-5355,北海道函館市湯川町1-18-15
森のゆ ホテル花神楽,http://www.hanakagura.co.jp/,0166-83-3800,北海道上川郡東神楽町25
四季の湯,http://www.shikinoyu.com/,0288-97-1269,栃木県日光市黒部21
富士見温泉 見晴らしの湯 ふれあい館,http://www.michi-fujimi.com/,027-230-5555,群馬県前橋市富士見町石井1569-1
天然温泉 海王（かいおう）,http://onsen-kaiou.jp/,0766-82-7777,富山県射水市鏡宮361
浅の川温泉 湯楽,http://www.yuraku-onsen.jp/,076-235-1126,石川県金沢市東町ロ80
ひょっこり温泉 島の湯,http://user.notojima.jp/shimanoyu/top.html,0767-84-0033,石川県七尾市能登島佐波町ラ部29-1
花はす温泉そまやま,http://www.somayama.com/,0778-47-3368,福井県南条郡南越前町中小屋60-1
嵯峨塩温泉 嵯峨塩館,http://www.eps4.comlink.ne.jp/~sagashio/,0553-48-2621,山梨県甲州市塩山牛奥5532
ゆうゆ～らんど阿南かじかの湯,http://kajikanoyu.com/,0260-22-2000,長野県下伊那郡阿南町富草4923
戸倉観世温泉,,026-275-0350,長野県千曲市戸倉2087
桧の湯,http://www.mcci.or.jp/www/hinoki/index.htm,0263-31-2025,長野県松本市入山辺8967-4-28
布引観音温泉,http://www.nunobikikannon.com/,0268-67-3434,長野県東御市布下498-1
ユートピア白玉温泉(しらたまおんせん）,,06-6933-0828,大阪府大阪市城東区蒲生2-7-36
ほうじょう温泉 ふじ湯の里,http://www.fujiyunosato.com/,0947-22-6667,福岡県田川郡福智町弁城上の原1300‐1
くぬぎ湯,http://www.lemonet.com/~kunugiyu/,0967-46-3222,熊本県阿蘇郡小国町西里2978
湯元 二本木の湯,http://www.nihongi-spa.com/,0264-27-6150,長野県木曽郡木曽町新開6013-1
桜山温泉 絹の里別邸（旧 桜山温泉センターうしおの湯）,http://www.spa-sakurayama.com/,0274-50-8005,群馬県藤岡市浄法寺456-5
秋葉温泉 花水（かすい）,http://www.casui.net/top/,0250-24-1212,新潟県新潟市秋葉区草水町1-4-5
桐生温泉湯らら,http://www.kiryu-yurara.com/,0277-55-2601,群馬県桐生市広沢町6丁目320-1
みきの湯,http://www.mikinoyu.com/,0475-54-5526,千葉県東金市山田1155-1
ソレイユの丘 海と夕日の湯,http://www.seibu-la.co.jp/soleil/,046-857-2500,神奈川県横須賀市長井4
南総城山温泉 里見の湯（旧 館山 城山温泉 里見の湯）（なんそうしろやまおんせん）,http://www.satominoyu.com/,0470-25-1126,千葉県館山市下真倉305-1
うみあかり 別館潮の香亭（旧　氷見グランドホテルマイアミ 別館 潮の香亭）,http://www.umiakari.jp/spa/,0766-74-2211,富山県氷見市宇波10-1
百沢温泉,http://www.iwakisan.com/hot_spring/hyakuzawa.html,0172-83-2226,青森県弘前市百沢字寺沢290-9
鹿沢温泉紅葉館,http://www3.ocn.ne.jp/~koyokan/,0279-98-0421,群馬県吾妻郡嬬恋村大字田代681
奥熊野川湯温泉 川湯みどりや,,0735-42-1011　　,和歌山県田辺市本宮町川湯13
老松温泉 喜楽旅館,,0287-76-2235,栃木県那須郡那須町大字湯本181
原田町ゆうじん温泉,http://www.ononavi.jp/staying/spa/detail.html?detail_id=480,0848-38-0488,広島県尾道市原田町梶山田4476-1
付知峡倉屋温泉 おんぽいの湯,http://www.kuraya-onsen.jp/,0573-82-5311,岐阜県中津川市付知町1929-1
天城荘,http://www.amagisou.jp/,0558-35-7711,静岡県賀茂郡河津町梨本359
スパガーラ,http://www.spagala.com/,0568-76-7337,愛知県小牧市川西3-7
あいち健康プラザ 天然温泉「もりの湯」,http://www.ahv.pref.aichi.jp/index.html,0562-82-0211,愛知県知多郡東浦町森岡源吾山1-1
亀山温泉 白鳥の湯,https://www.city.kameyama.mie.jp/shisetsu/2014112310887/shiratori.html,0595-84-3311,三重県亀山市羽若町545
北近江リゾート 天然温泉 北近江の湯,http://kitaoumi.com/,0749-85-8888,滋賀県長浜市高月町唐川89
ふれあい温泉 おじろん,http://ojiron.jp/,0796-97-3232,兵庫県美方郡香美町小代区大谷510-1
ほたるの里安富 花温泉,,0790-66-4300,兵庫県姫路市安富町安志1298-26
天然有馬富士温泉 花山乃湯,http://www.hanayamanoyu.com/,079-562-1249,兵庫県三田市尼寺835-1
大塔温泉 夢乃湯,http://www.ootou.jp/,0747-36-0058,奈良県五條市大塔町宇井94
高田グリーンランド雲取温泉,http://www.kumotori.yad.jp/,0735-29-0321,和歌山県新宮市高田1810
白浜温泉パーク草原の湯,http://onsenpark.com/,0739-82-2615,和歌山県西牟婁郡白浜町2927-553
淀江ゆめ温泉白鳳の里,http://www.hakuhou.jp/onsen_top.html,0859-56-6801,鳥取県米子市淀江町福岡1547
スパリゾートみはらし温泉,http://www.morikawakanko.com/,0848-69-1611,広島県三原市須波ハイツ1-1-1
牧歌の里温泉 牧華（ぼっか）,https://www.bokka.co.jp/spa/,0575-73-2088,岐阜県郡上市高鷲町鷲見2363-231
久松温泉,http://www.1010.or.jp/map/list_search?str=%E4%B9%85%E6%9D%BE%E6%B8%A9%E6%B3%89&area=,03-3751-0119,東京都大田区池上3-31-16
はすぬま温泉,http://www.ota1010.com/site/hasunumaonsen/,03-3734-0081,東京都大田区西蒲田6-16-11
葛の湯,http://kuzunoyu.wix.com/kuzunoyu,"0120-026-154,045-805-1010",神奈川県横浜市泉区中田南5-1-16
かま家,,0460-84-5638,神奈川県足柄下郡箱根町仙石原817
美肌の湯 きのくにや,http://bihadanoyu-kinokuniya.com/,0460-83-7045,神奈川県足柄下郡箱根町芦之湯8
富山天然温泉 ファボーレの湯,http://favorenoyu.jp/,076-466-1126,富山県富山市婦中町速星123-1（フューチャーシティーファボーレ内）
山中温泉総湯菊の湯,http://tabimati.net/midokoro/detail_kanko.php?p=3967,0761-78-4026,石川県加賀市山中温泉湯の出町レ1
みかた温泉きららの湯,http://www.mikata-onsen.com/,0770-45-1126,福井県三方上中郡若狭町中央1-6-1
町営奥山温泉,http://www.okuyama-onsen.com/,0556-66-3366,山梨県南巨摩郡南部町福士26842
みはらしの湯,http://www.ina-city-kankou.co.jp/cms/modules/tinyd6/index.php?id=2,0265-76-8760,長野県伊那市西箕輪羽広3480-1
ぽんぽこの湯,http://nakano-ipc.jp/facilities/shisetsu01_1.php?p=list,0269-23-2686,長野県中野市間山956
旦過の湯,http://shimosuwaonsen.jp/item/685/,0266-26-7520,長野県諏訪郡下諏訪町3441
子安温泉,http://www.koyasu-onsen.com/,026-242-2219,長野県上高井郡高山村牧783
クアガーデン露天風呂,http://www.gero.jp/museum/roten.html,0576-24-1182,岐阜県下呂市湯之島894-2
秩父川端温泉 梵の湯（ぼんのゆ）,http://www.bon-chichibu.jp/,0494-62-0620,埼玉県秩父市小柱309-1
横浜温泉 チャレンジャー,http://yokohamaonsen.web.fc2.com/index.html,045-922-5590,神奈川県横浜市旭区上川井町2287
東海館,http://itospa.com/spa/tokaikan/,0557-36-2004,静岡県伊東市東松原町12-10
日帰り天然温泉 あらたまの湯,http://www.aratamanoyu.jp/,053-582-1126,静岡県浜松市浜北区四大地9-921
野沢温泉共同浴場 中尾の湯,http://www.nozawakanko.jp/spa/sotoyu.php,0269-85-3155（野沢温泉観光協会）,長野県下高井郡野沢温泉村
湯治場 ほたる,http://www.tokinosumika.com/hotaruizu/,0558-75-1028,静岡県伊豆市上船原545
かんぽの宿 紀伊田辺,https://www.kanponoyado.japanpost.jp/kiitanabe/index.html,0739-24-2900,和歌山県田辺市目良24-1
ニューびわこ健康サマーランド,http://www.e26.jp/,077-544-0525,滋賀県大津市月輪一丁目9-18
仏岩温泉 鈴森の湯,http://suzumorinoyu.com/,0278-72-4696,群馬県利根郡みなかみ町阿能川1009-2（グリーンハウス内）
三香温泉,http://www3.plala.or.jp/sankospa/,015-484-2140,北海道川上郡弟子屈町屈斜路391-15
古町温泉赤岩荘,http://www.sayurinosato.co.jp/akaiwa/index.php,0241-76-2833,福島県南会津郡南会津町古町太子堂186-2
日光アストリアホテル,http://www.tobuhotel.co.jp/nikkoastraea/,0288-55-0585,栃木県日光市光徳温泉
ユートピア赤城,http://www.utopia-a.jp/,0279-56-4126,群馬県渋川市赤城町宮田850-3
ホテルグリーンプラザ軽井沢（奥軽井沢温泉「あさまの湯」）,https://www.hgp.co.jp/inf/Z10/hgp/,0570-091-489,群馬県吾妻郡嬬恋村大前細原2277
上牧温泉「風和の湯」,http://www.enjoy-minakami.jp/area/tsukiyono_kanmaki/spa/,0278-72-1526,群馬県利根郡みなかみ町上牧1996-7
楽天風呂 祥福の湯（しょうふくのゆ）,http://www.syofukunoyu.com/honten/syofuku.html,072-266-8126,大阪府堺市西区浜寺船尾町東3-301
帆山亭,http://www.hozantei.com/,0967-44-0059,熊本県阿蘇郡南小国町満願寺6346
湯屋えびす,http://www.e-ebisu.biz/,0977-67-5858,大分県別府市明礬4
大丸旅館,http://www.daimaruhello-net.co.jp/,0974-75-2002,大分県竹田市直入町長湯7992-1
霧島温泉　優湯庵(旧スパホテルYou湯)（ゆうゆうあん）,http://www.you-yu.com/,0995-42-0550,鹿児島県霧島市姫城1-177
飛騨川温泉 しみずの湯,http://www.shimizunoyu.com/,0576-56-4326,岐阜県下呂市萩原町四美1426-1
瀬戸谷温泉ゆらく,http://yuraku.tv/,054-639-1126,静岡県藤枝市本郷4515
夢の公衆浴場　五色,http://www.goshiki.co.jp/indexgoshiki.htm,06-6331-4126,大阪府豊中市庄内栄町3-24-10
佐野川温泉旅館,,0556-67-3216,山梨県南巨摩郡南部町井出3482-1
昭和銭湯 里山の湯,http://www.nihon-showamura.co.jp/satoyama/,0574-23-0226,岐阜県美濃加茂市山之上町2292-1
勿来温泉 関の湯（なこそおんせん）,http://sekinoyu-spa.com/,0246-65-1126,福島県いわき市勿来町関田須賀1-4
林檎の湯屋おぶ～,http://www.orchard.co.jp/obu/index.htm,0263-24-2602,長野県松本市石芝3-9-44
湯処 あべの橋,http://www15.plala.or.jp/abenobashi/,06-7890-1126,大阪府大阪市阿倍野区阿倍野筋1-7-25
越前温泉露天風呂 日本海,http://www.echizen-kk.jp/nihonkai.html,0778-39-1126,福井県丹生郡越前町米ノ66-97
湯元 オロフレ荘,http://www1.ocn.ne.jp/~karurusu/,0143-84-2861,北海道登別市カルルス町7
竹の倉山荘,http://www.takenokura.co.jp/,0967-67-2980,熊本県阿蘇郡南阿蘇村中松2065
高瀬館,,0261-22-1446,長野県大町市葛温泉2118-13
恵那ラヂウム温泉館,http://www.radiumonsenkan.jp/,0573-25-2022,岐阜県恵那市大井町1685
白川郷の湯,http://www.shirakawagou-onsen.jp/,05769-6-0026,岐阜県大野郡白川村荻町337
大白川温泉 しらみずの湯,http://hidahakusan.jp/spa/index.html,05769-5-4126,岐阜県大野郡白川村平瀬247-7
磯の湯,,,静岡県賀茂郡東伊豆町大川
温泉や 神代の湯,http://jindainoyu.com/,0558-83-5388,静岡県伊豆市梅木367-15
名号温泉うめの湯（みょうごうおんせん）,http://www.tees.ne.jp/~umenoyu/,0536-33-5126,愛知県新城市名号字袋林28-2
天然温泉 白鳥の湯（しらとりのゆ）,http://www.shiratorinoyu.com/index.shtml,052-694-1126,愛知県名古屋市港区木場町6-36
竹取の湯 香寺荘（こうでらそう）,http://www.koderaso.net/,0792-32-7788,兵庫県姫路市恒屋1470
波賀不動滝公園 楓香荘（ふうかそう）,http://www.fuukasou.com/,0790-75-2355,兵庫県宍粟市波賀町原625
吉野温泉元湯,http://www.motoyu.yoshino.jp/,07463-2-3061,奈良県吉野郡吉野町吉野山902-1
亀嵩温泉 玉峰山荘（たまみねさんそう）,http://tamamine.jp/,0854-57-0800,島根県仁多郡奥出雲町亀嵩3609-1
